airline,airline_code,year,month,total_flights,delayed_flights,avg_delay_mins,avg_arr_delay,carrier_delay,weather_delay,nas_delay,late_ac_delay,delay_rate
Endeavor Air Inc,9E,2019,3,2322,360,8.46,1.520671834625323,3.1593453919035315,0.4496124031007752,2.6929371231696813,5.748923341946598,0.15503875968992248
Endeavor Air Inc,9E,2019,4,2145,404,10.32,4.9282051282051285,3.4643356643356644,0.20466200466200465,4.077855477855477,6.563170163170163,0.18834498834498833
Endeavor Air Inc,9E,2019,5,2132,296,6.16,-0.349906191369606,2.519699812382739,0.5905253283302064,3.6449343339587243,3.430112570356473,0.13883677298311445
Endeavor Air Inc,9E,2019,6,2148,519,19.1,13.674581005586592,5.657355679702048,1.0507448789571694,5.6247672253258845,9.834729981378025,0.24162011173184358
Endeavor Air Inc,9E,2019,7,2216,428,12.34,4.760379061371841,4.060469314079422,0.7743682310469314,3.3704873646209386,7.228790613718411,0.1931407942238267
Endeavor Air Inc,9E,2019,8,2284,385,10.9,5.089316987740806,3.0236427320490367,0.707968476357268,5.535464098073555,6.094133099824869,0.16856392294220665
Endeavor Air Inc,9E,2019,9,2089,214,2.68,-5.075634274772619,1.9985639061752034,0.4547630445189086,2.1661081857348012,2.9023456199138344,0.10244135950215415
Endeavor Air Inc,9E,2019,10,2178,325,5.91,-0.5004591368227732,2.068870523415978,0.36042240587695135,3.8191000918273645,3.837465564738292,0.14921946740128558
Endeavor Air Inc,9E,2019,11,2102,245,4.8,-3.878211227402474,3.1284490960989535,0.10894386298763083,1.7692673644148431,3.8168411037107517,0.11655566127497621
Endeavor Air Inc,9E,2019,12,2277,372,8.94,-0.484409310496267,3.1124286341677645,1.0592885375494072,2.6385595081247257,5.3061045234958275,0.16337285902503293
Endeavor Air Inc,9E,2022,1,2055,279,8.5,2.236009732360097,5.737226277372263,1.0661800486618005,2.194160583941606,3.6,0.13576642335766423
Endeavor Air Inc,9E,2022,2,1842,253,7.97,1.6042345276872965,3.5825190010857764,1.278501628664495,2.742128121606949,4.634636264929425,0.13735070575461455
Endeavor Air Inc,9E,2022,3,2125,323,9.69,5.651764705882353,3.4531764705882355,0.9943529411764706,4.343058823529412,5.295058823529412,0.152
Endeavor Air Inc,9E,2022,4,2029,255,5.63,0.4302612124199113,2.9314933464760964,0.6062099556431739,2.677180877279448,3.2069985214391328,0.1256776737309019
Endeavor Air Inc,9E,2022,5,2013,262,7.64,2.7078986587183307,4.384500745156483,0.15250869349230006,2.8703427719821164,3.726775956284153,0.13015399900645802
Endeavor Air Inc,9E,2022,6,1856,320,15.04,9.16217672413793,8.571659482758621,0.5598060344827587,3.8195043103448274,5.419719827586207,0.1724137931034483
Endeavor Air Inc,9E,2022,7,2019,337,11.49,5.889549281822685,5.6557701832590395,0.6721149083704805,3.5047052996532937,5.016840019811788,0.16691431401684
Endeavor Air Inc,9E,2022,8,1904,261,8.64,2.9936974789915967,3.516281512605042,1.093487394957983,4.007878151260504,3.875525210084034,0.13707983193277312
Endeavor Air Inc,9E,2022,9,1824,219,5.83,-1.3031798245614035,3.0860745614035086,0.3541666666666667,2.387609649122807,3.9353070175438596,0.12006578947368421
Endeavor Air Inc,9E,2022,10,1735,233,7.69,0.4760806916426513,3.4714697406340056,0.37118155619596543,3.840922190201729,3.9930835734870316,0.13429394812680115
Endeavor Air Inc,9E,2022,11,1611,221,8.85,5.0900062073246435,3.464307883302297,1.373060211049038,3.2942271880819365,5.309124767225326,0.1371818746120422
Endeavor Air Inc,9E,2022,12,1598,288,9.88,2.9036295369211516,4.538172715894868,1.3147684605757197,3.5181476846057573,3.4411764705882355,0.1802252816020025
Endeavor Air Inc,9E,2023,1,1699,302,10.79,5.949970570924073,3.3872866391995293,2.585050029429076,4.1818716892289585,5.33313713949382,0.177751618599176
Endeavor Air Inc,9E,2023,2,1418,164,6.1,-3.35966149506347,2.8610719322990126,1.679830747531735,1.5669957686882934,3.2475317348378,0.1156558533145275
Endeavor Air Inc,9E,2023,3,1682,232,7.47,1.9536266349583828,3.9589774078478004,0.42746730083234247,2.7265160523186682,4.439952437574316,0.13793103448275862
Endeavor Air Inc,9E,2023,4,1559,216,8.85,2.7280307889672866,2.5355997434252724,1.1731879409878128,3.2482360487491984,5.474021808851828,0.13855035279025016
Endeavor Air Inc,9E,2023,5,1695,124,0.9,-8.228318584070797,2.1038348082595872,0.5982300884955752,0.7634218289085546,1.1421828908554572,0.07315634218289085
Endeavor Air Inc,9E,2023,6,1730,292,12.36,4.13757225433526,4.942196531791907,0.8838150289017341,4.2878612716763005,4.791329479768786,0.16878612716763006
Endeavor Air Inc,9E,2023,7,1756,335,13.92,6.959567198177677,5.466400911161731,1.056378132118451,4.3211845102505695,5.793280182232346,0.1907744874715262
Endeavor Air Inc,9E,2023,8,1823,297,9.91,1.4514536478332418,4.65660998354361,0.7087218869994515,2.359846407021393,5.1826659352715305,0.16291826659352715
Envoy Air,MQ,2019,1,2454,463,8.5,7.574979625101874,3.3683781581092096,1.293398533007335,4.228606356968215,4.97921760391198,0.1886715566422168
Envoy Air,MQ,2019,2,2301,566,15.44,15.040417209908735,4.995654063450673,1.7101260321599305,5.095176010430248,8.581051716644938,0.2459800086918731
Envoy Air,MQ,2019,3,2746,365,3.91,0.6904588492352512,1.9271667880553531,0.46067006554989076,1.8689002184996357,3.8179169701383833,0.13292061179898035
Envoy Air,MQ,2019,4,2529,367,6.13,2.6255436931593517,2.6117042309213128,1.2487149070778965,2.872281534203242,3.7247924080664294,0.14511664689600634
Envoy Air,MQ,2019,5,2735,533,10.5,9.385374771480805,3.4906764168190128,1.1414990859232175,4.929798903107861,5.692504570383912,0.19488117001828154
Envoy Air,MQ,2019,6,2754,643,15.35,13.876180101670299,4.969135802469136,1.4531590413943356,4.636165577342048,7.920116194625998,0.23347857661583152
Envoy Air,MQ,2019,7,2817,563,11.11,8.680156194533192,3.516506922257721,1.1970181043663473,4.294639687610934,6.149804756833511,0.19985800496982606
Envoy Air,MQ,2019,8,3023,562,8.92,6.496526629176315,2.759510420112471,1.1227257691035395,3.4078729738670197,5.814091961627522,0.18590803837247766
Envoy Air,MQ,2019,9,2639,419,7.52,5.292156119742327,2.852974611595301,0.7976506252368322,3.343690791966654,5.099658961727927,0.15877226222053809
Envoy Air,MQ,2019,10,2818,397,6.04,4.294180269694819,1.9559971611071683,1.2565649396735272,3.28388928317956,4.4691270404542225,0.14088005677785664
Envoy Air,MQ,2019,11,2585,304,3.4,0.3369439071566731,2.430947775628627,0.695551257253385,2.1760154738878144,2.6328820116054157,0.11760154738878142
Envoy Air,MQ,2019,12,2644,487,9.7,5.875945537065053,2.894856278366112,1.4111195158850227,2.3668683812405447,6.417170953101362,0.18419062027231467
Envoy Air,MQ,2022,1,2180,310,5.11,-1.5591743119266055,2.751834862385321,0.6077981651376146,2.023394495412844,2.8509174311926606,0.14220183486238533
Envoy Air,MQ,2022,2,1908,302,6.85,1.2982180293501049,2.65251572327044,1.3427672955974843,2.689727463312369,3.3548218029350103,0.15828092243186584
Envoy Air,MQ,2022,3,2238,296,5.74,0.1487935656836461,2.634941912421805,1.1729222520107239,1.6742627345844503,2.9901697944593386,0.1322609472743521
Envoy Air,MQ,2022,4,2121,334,7.44,4.5436115040075435,2.674210278170674,1.8472418670438473,2.6727958510136727,3.6534653465346536,0.15747289014615748
Envoy Air,MQ,2022,5,2225,348,7.3,3.237303370786517,3.751011235955056,1.341573033707865,2.0296629213483146,3.0251685393258425,0.15640449438202247
Envoy Air,MQ,2022,6,2110,320,6.72,3.358293838862559,2.56824644549763,1.7123222748815166,2.0943127962085306,3.200947867298578,0.15165876777251186
Envoy Air,MQ,2022,7,2183,361,8.91,5.355016032982134,3.479615208428768,0.8900595510765003,2.1273476866697205,5.137425561154375,0.16536875858909758
Envoy Air,MQ,2022,8,2105,345,9.25,5.626603325415677,4.091211401425178,1.889311163895487,2.33729216152019,4.263182897862233,0.16389548693586697
Envoy Air,MQ,2022,9,2085,231,2.34,-0.9251798561151079,2.0393285371702636,0.6724220623501199,1.6906474820143884,2.041726618705036,0.11079136690647481
Envoy Air,MQ,2022,10,1939,220,3.65,0.1784424961320268,2.050541516245487,0.8231046931407943,1.6420835482207323,3.00515729757607,0.11346054667354306
Envoy Air,MQ,2022,11,1808,276,8.74,5.931969026548672,4.444137168141593,1.6277654867256637,2.3655973451327434,3.7804203539823007,0.15265486725663716
Envoy Air,MQ,2022,12,1858,407,13.38,12.073196986006458,3.7922497308934338,2.913885898815931,3.5667384284176533,7.208826695371367,0.21905274488697524
Envoy Air,MQ,2023,1,1843,305,6.85,5.71459576776994,2.7650569723277267,1.1909929462832338,4.03906673901248,3.8122626153011394,0.16549104720564298
Envoy Air,MQ,2023,2,1708,221,4.49,0.5181498829039812,2.350702576112412,0.7540983606557377,1.7078454332552693,3.322599531615925,0.12939110070257612
Envoy Air,MQ,2023,3,1961,402,12.14,10.880673125956145,3.93625701172871,1.7292197858235594,3.443141254462009,6.849056603773585,0.20499745028046915
Envoy Air,MQ,2023,4,1758,313,8.38,6.102389078498294,2.1484641638225255,1.4419795221843004,3.0938566552901023,5.581342434584755,0.17804323094425484
Envoy Air,MQ,2023,5,1774,234,5.61,1.0947012401352876,2.3410372040586247,1.1589627959413755,1.9013528748590756,3.3934611048478014,0.1319052987598647
Envoy Air,MQ,2023,6,1734,341,10.03,8.651672433679353,3.5790080738177625,1.2208765859284891,4.118800461361015,5.405997693194925,0.1966551326412918
Envoy Air,MQ,2023,7,1946,370,9.42,6.548818088386434,3.4280575539568345,1.3576567317574513,2.8114080164439876,5.122816032887975,0.19013360739979446
Envoy Air,MQ,2023,8,2071,298,5.92,0.9396426846933849,2.878802510864317,0.6417189763399324,1.6417189763399325,3.4635441815548043,0.14389183969097055
ExpressJet Airlines LLC d/b/a aha!,EV,2019,1,1275,285,17.0,14.542745098039216,7.3701960784313725,1.7733333333333334,6.207843137254902,6.8831372549019605,0.2235294117647059
ExpressJet Airlines LLC d/b/a aha!,EV,2019,2,1176,257,19.37,17.507653061224488,7.352891156462585,2.4073129251700682,8.380102040816327,6.042517006802721,0.2185374149659864
ExpressJet Airlines LLC d/b/a aha!,EV,2019,3,1240,241,12.97,10.438709677419356,5.325806451612904,0.17096774193548386,7.013709677419355,5.123387096774193,0.19435483870967743
ExpressJet Airlines LLC d/b/a aha!,EV,2019,4,1040,247,19.53,16.641346153846154,7.998076923076923,1.4519230769230769,7.684615384615385,6.931730769230769,0.2375
ExpressJet Airlines LLC d/b/a aha!,EV,2019,5,887,206,17.4,15.564825253664036,6.454340473506201,2.5501691093573844,7.799323562570462,6.13641488162345,0.2322435174746336
ExpressJet Airlines LLC d/b/a aha!,EV,2019,6,893,273,30.16,30.358342665173573,10.996640537513997,0.26763717805151177,14.067189249720045,9.83090705487122,0.3057110862262038
ExpressJet Airlines LLC d/b/a aha!,EV,2019,7,1047,258,19.7,20.13085004775549,7.959885386819484,1.0620821394460362,8.781279847182425,7.482330468003821,0.24641833810888253
ExpressJet Airlines LLC d/b/a aha!,EV,2019,8,1082,280,28.86,29.38909426987061,10.744916820702404,1.509242144177449,12.354898336414047,9.290203327171904,0.2587800369685767
ExpressJet Airlines LLC d/b/a aha!,EV,2019,9,1093,207,13.44,11.172003659652333,4.769441903019213,0.3888380603842635,9.035681610247027,5.0585544373284534,0.18938700823421775
ExpressJet Airlines LLC d/b/a aha!,EV,2019,10,1085,219,12.11,10.812903225806451,3.193548387096774,0.504147465437788,8.76036866359447,5.621198156682028,0.20184331797235022
ExpressJet Airlines LLC d/b/a aha!,EV,2019,11,1109,134,4.96,1.0865644724977457,3.628494138863841,0.6185752930568079,3.6979260595130747,2.449053201082056,0.12082957619477007
ExpressJet Airlines LLC d/b/a aha!,EV,2019,12,1138,248,17.57,13.817223198594025,5.987697715289983,0.5492091388400703,8.000878734622145,7.992091388400703,0.2179261862917399
Frontier Airlines Inc,F9,2019,1,980,247,12.19,5.255102040816326,3.695918367346939,0.11020408163265306,3.225510204081633,6.854081632653061,0.25204081632653064
Frontier Airlines Inc,F9,2019,2,856,209,13.87,6.94392523364486,4.6764018691588785,0.411214953271028,4.554906542056075,6.658878504672897,0.2441588785046729
Frontier Airlines Inc,F9,2019,3,1035,225,13.13,5.8193236714975844,3.626086956521739,0.23478260869565218,3.4367149758454105,8.543961352657005,0.21739130434782608
Frontier Airlines Inc,F9,2019,4,1013,209,9.99,1.9595261599210267,2.9151036525172755,0.14116485686080948,3.4679170779861797,6.1224086870681145,0.2063178677196446
Frontier Airlines Inc,F9,2019,5,1142,350,20.8,16.6584938704028,4.936952714535902,0.6436077057793345,3.414185639229422,13.645359019264449,0.3064798598949212
Frontier Airlines Inc,F9,2019,6,1195,413,22.74,20.42928870292887,6.168200836820084,0.5648535564853556,8.309623430962343,10.88786610878661,0.34560669456066945
Frontier Airlines Inc,F9,2019,7,1309,442,19.13,14.88770053475936,6.764705882352941,0.2994652406417112,6.425515660809778,8.255920550038198,0.33766233766233766
Frontier Airlines Inc,F9,2019,8,1265,366,17.63,12.606324110671936,5.211067193675889,0.31778656126482213,4.890118577075099,9.474308300395258,0.2893280632411067
Frontier Airlines Inc,F9,2019,9,1188,232,9.63,2.823232323232323,4.3106060606060606,0.09511784511784512,3.4452861952861955,6.218855218855219,0.19528619528619529
Frontier Airlines Inc,F9,2019,10,1300,322,14.95,9.332307692307692,5.171538461538462,0.32076923076923075,4.100769230769231,8.743076923076924,0.24769230769230768
Frontier Airlines Inc,F9,2019,11,1225,257,11.72,5.082448979591836,4.963265306122449,0.22122448979591836,2.666122448979592,7.176326530612245,0.20979591836734693
Frontier Airlines Inc,F9,2019,12,1182,307,15.1,6.985617597292724,4.407783417935702,0.14297800338409475,3.72165820642978,8.948392554991539,0.25972927241962773
Frontier Airlines Inc,F9,2022,1,1192,320,12.77,8.452181208053691,5.518456375838926,0.42197986577181207,3.473993288590604,6.572986577181208,0.2684563758389262
Frontier Airlines Inc,F9,2022,2,1072,296,16.42,12.466417910447761,7.719216417910448,0.1958955223880597,4.1315298507462686,7.291044776119403,0.27611940298507465
Frontier Airlines Inc,F9,2022,3,1226,469,29.32,26.564437194127244,10.290375203915172,0.6223491027732463,6.562805872756933,14.243882544861338,0.3825448613376835
Frontier Airlines Inc,F9,2022,4,1181,473,25.99,25.616426756985604,7.455546147332769,0.8662150719729044,8.10753598645216,12.44623200677392,0.4005080440304826
Frontier Airlines Inc,F9,2022,5,1250,404,21.44,20.2048,7.5712,0.2344,4.7264,11.5552,0.3232
Frontier Airlines Inc,F9,2022,6,1247,380,19.44,16.01924619085806,7.0842020850040095,0.3736968724939856,5.584603047313553,8.781876503608661,0.30473135525260625
Frontier Airlines Inc,F9,2022,7,1286,362,17.78,13.300933125972007,8.024105754276828,1.0699844479004665,4.809486780715397,6.76905132192846,0.28149300155520995
Frontier Airlines Inc,F9,2022,8,1346,382,22.88,17.73105497771174,9.749628528974739,0.5170876671619614,4.212481426448737,10.106983655274888,0.2838038632986627
Frontier Airlines Inc,F9,2022,9,1335,382,16.34,11.663670411985018,5.39250936329588,0.3797752808988764,3.0172284644194756,8.367041198501873,0.2861423220973783
Frontier Airlines Inc,F9,2022,10,1445,467,20.42,14.432525951557093,6.7986159169550175,0.02560553633217993,2.945328719723183,10.319723183391003,0.3231833910034602
Frontier Airlines Inc,F9,2022,11,1410,509,22.4,18.014893617021276,7.541843971631206,0.41843971631205673,4.182978723404255,10.588652482269504,0.36099290780141846
Frontier Airlines Inc,F9,2022,12,1372,562,28.12,23.77405247813411,9.537172011661808,1.489795918367347,5.873906705539358,11.48396501457726,0.4096209912536443
Frontier Airlines Inc,F9,2023,1,1332,464,24.57,19.443693693693692,8.217717717717719,1.0563063063063063,5.306306306306307,11.27927927927928,0.3483483483483483
Frontier Airlines Inc,F9,2023,2,1238,389,18.36,12.722132471728594,7.393376413570275,0.1987075928917609,5.2180936995153475,7.2819063004846525,0.31421647819063003
Frontier Airlines Inc,F9,2023,3,1474,503,23.36,19.89077340569878,6.32089552238806,0.41451831750339213,6.562415196743555,12.030529172320216,0.3412483039348711
Frontier Airlines Inc,F9,2023,4,1319,403,21.54,18.955269143290373,7.223654283548142,0.6034874905231236,4.148597422289614,12.413191811978772,0.3055344958301744
Frontier Airlines Inc,F9,2023,5,1452,494,24.72,21.265151515151516,8.424931129476583,0.5337465564738292,3.5447658402203857,14.350550964187327,0.3402203856749311
Frontier Airlines Inc,F9,2023,6,1363,593,33.41,31.57960381511372,10.030080704328686,1.259721203228173,6.168011738811446,18.240645634629495,0.43506969919295674
Frontier Airlines Inc,F9,2023,7,1436,619,37.28,35.850278551532035,12.027855153203342,0.6364902506963789,6.380222841225627,20.792479108635096,0.431058495821727
Frontier Airlines Inc,F9,2023,8,1498,543,29.07,25.88117489986649,10.140854472630174,1.32109479305741,4.582109479305741,16.002670226969293,0.36248331108144194
Hawaiian Airlines Inc,HA,2019,1,668,57,1.4,0.8263473053892215,3.4161676646706587,0.23952095808383234,0.0718562874251497,1.25,0.08532934131736528
Hawaiian Airlines Inc,HA,2019,2,639,98,5.23,5.355242566510172,4.248826291079812,0.6807511737089202,0.054773082942097026,3.0219092331768387,0.15336463223787167
Hawaiian Airlines Inc,HA,2019,3,682,59,0.36,0.22434017595307917,2.8255131964809386,0.19501466275659823,0.0,1.0190615835777126,0.08651026392961877
Hawaiian Airlines Inc,HA,2019,4,680,49,-0.43,-1.1323529411764706,2.7676470588235293,0.08676470588235294,0.033823529411764704,0.7867647058823529,0.07205882352941176
Hawaiian Airlines Inc,HA,2019,5,756,47,-1.37,-1.9642857142857142,1.7857142857142858,0.09126984126984126,0.07407407407407407,0.6785714285714286,0.062169312169312166
Hawaiian Airlines Inc,HA,2019,6,756,64,1.8,1.1468253968253967,1.9894179894179893,0.06878306878306878,0.07936507936507936,2.763227513227513,0.08465608465608465
Hawaiian Airlines Inc,HA,2019,7,740,69,2.98,2.1608108108108106,4.624324324324324,0.0,0.013513513513513514,0.8067567567567567,0.09324324324324325
Hawaiian Airlines Inc,HA,2019,8,788,62,0.33,-0.27918781725888325,2.3895939086294415,0.0,0.05583756345177665,0.8756345177664975,0.07868020304568528
Hawaiian Airlines Inc,HA,2019,9,720,49,-0.52,-1.6402777777777777,2.525,0.041666666666666664,0.0,0.7722222222222223,0.06805555555555555
Hawaiian Airlines Inc,HA,2019,10,728,85,3.64,3.806318681318681,3.7142857142857144,0.2774725274725275,0.2403846153846154,2.607142857142857,0.11675824175824176
Hawaiian Airlines Inc,HA,2019,11,690,48,0.09,-0.7115942028985507,2.785507246376812,0.17391304347826086,0.25217391304347825,0.881159420289855,0.06956521739130435
Hawaiian Airlines Inc,HA,2019,12,706,64,1.3,-0.4546742209631728,2.188385269121813,0.05807365439093484,0.024079320113314446,0.8498583569405099,0.0906515580736544
Hawaiian Airlines Inc,HA,2022,1,571,111,10.88,8.208406304728546,7.103327495621716,0.4080560420315236,0.0,5.472854640980736,0.19439579684763572
Hawaiian Airlines Inc,HA,2022,2,475,49,2.97,-0.6063157894736843,3.383157894736842,0.20210526315789473,0.023157894736842106,0.8547368421052631,0.1031578947368421
Hawaiian Airlines Inc,HA,2022,3,587,71,6.66,4.4139693356047704,5.884156729131176,0.3833049403747871,0.0034071550255536627,1.4463373083475297,0.12095400340715502
Hawaiian Airlines Inc,HA,2022,4,611,106,5.99,3.779050736497545,3.690671031096563,0.0,0.057283142389525366,2.1260229132569557,0.1734860883797054
Hawaiian Airlines Inc,HA,2022,5,684,91,3.63,1.3128654970760234,2.2309941520467835,0.0,0.0,1.5263157894736843,0.13304093567251463
Hawaiian Airlines Inc,HA,2022,6,650,138,7.68,5.783076923076923,5.027692307692308,0.0,0.13230769230769232,2.306153846153846,0.2123076923076923
Hawaiian Airlines Inc,HA,2022,7,736,129,7.16,5.467391304347826,4.710597826086956,0.07065217391304347,0.1331521739130435,1.7554347826086956,0.17527173913043478
Hawaiian Airlines Inc,HA,2022,8,672,152,7.59,6.154761904761905,4.416666666666667,0.0,0.05803571428571429,3.1101190476190474,0.2261904761904762
Hawaiian Airlines Inc,HA,2022,9,636,116,5.19,3.349056603773585,3.6713836477987423,0.0,0.0,2.011006289308176,0.18238993710691823
Hawaiian Airlines Inc,HA,2022,10,666,261,19.06,19.076576576576578,7.168168168168168,0.2777777777777778,0.8378378378378378,10.891891891891891,0.3918918918918919
Hawaiian Airlines Inc,HA,2022,11,639,188,16.14,16.55712050078247,9.913928012519563,0.1596244131455399,0.7824726134585289,6.464788732394366,0.2942097026604069
Hawaiian Airlines Inc,HA,2022,12,649,221,27.92,29.534668721109398,10.98151001540832,3.2403697996918335,0.8828967642526965,15.215716486902927,0.3405238828967643
Hawaiian Airlines Inc,HA,2023,1,668,134,7.01,7.2140718562874255,5.25748502994012,0.6077844311377245,0.33682634730538924,2.854790419161677,0.20059880239520958
Hawaiian Airlines Inc,HA,2023,2,645,145,10.24,11.548837209302325,7.015503875968992,0.5736434108527132,0.4294573643410853,4.913178294573643,0.2248062015503876
Hawaiian Airlines Inc,HA,2023,3,695,240,15.85,18.749640287769783,9.015827338129496,0.7928057553956834,0.943884892086331,8.381294964028777,0.34532374100719426
